periodo;ss;id_aforo;paradero
6;514R;261_FP_SP;T-10-71-OP-65
6;514R;262_FP_NO;L-10-21-55-SN
6;516I;187_FP_NP;T-13-12-SN-50
6;516I;188_FP_SO;T-13-12-SN-50
6;516I;223_FP_NO;L-13-12-15-PO
6;516I;230_FP_NP;T-10-75-SN-15
6;516I;231_FP_SO;L-9-7-10-PO
6;516I;383_FP_SO;L-9-7-63-PO
6;516I;199_FP_NO;T-20-53-PO-85
6;516I;200_FP_SO;E-20-53-PO-110
6;516I;150_FP_SO;E-20-53-PO-110
6;516I;406_FP_SO;T-18-156-PO-20
6;516I;32_FP_SO;T-18-156-PO-33
6;516R;7_FP_SP;T-18-156-OP-40
6;516R;151_FP_NP;T-14-134-SN-20
6;516R;371_FP_SP;T-7-53-OP-50
6;516R;280_FP_NP;L-9-7-40-OP
6;516R;247_FP_SO;L-9-7-20-OP
6;516R;248_FP_NP;L-10-32-5-OP
6;517I;274_FP_NO;T-10-64-PO-5
6;517I;265_FP_NO;T-10-64-PO-12
6;517I;269_FP_SO;T-8-64-PO-45
6;517I;270_FP_NO;T-20-66-PO-3
6;517I;149_FP_NO;T-20-66-PO-35
6;517I;25_FP_NO;E-20-289-PO-5
6;517R;26_FP_SP;E-20-290-OP-4
6;517R;18_FP_NP;T-8-59-OP-15
6;517R;245_FP_SP;T-11-64-OP-30
6;517R;266_FP_SP;T-11-64-OP-37
6;518I;274_FP_NO;T-10-64-PO-5
6;518I;265_FP_NO;T-10-64-PO-12
6;518I;269_FP_SO;T-8-64-PO-45
6;518I;270_FP_NO;T-20-66-PO-3
6;518I;199_FP_NO;T-20-53-PO-80
6;518I;234_FP_NO;T-20-184-PO-15
6;518R;18_FP_NP;T-8-59-OP-15
6;518R;245_FP_SP;T-11-64-OP-30
6;518R;266_FP_SP;T-11-64-OP-37
6;519I;199_FP_NO;T-20-53-PO-85
6;519I;200_FP_SO;E-20-53-PO-110
6;519I;150_FP_SO;E-20-53-PO-110
6;519I;406_FP_SO;T-18-156-PO-20
6;519I;32_FP_SO;T-18-156-PO-33
6;519R;7_FP_SP;T-18-156-OP-40
6;519R;151_FP_NP;T-14-134-SN-20
6;712I;342_FP_SP;L-34-2-50-OP
6;712I;344_FP_SP;L-34-2-5-OP
6;712I;345_FP_NP;L-34-76-15-SN
6;712I;1_FP_NP;L-34-41-120-PO
6;712I;2_FP_NP;T-34-269-SN-40
6;712I;378_FP_NP;T-3-12-OP-25
6;712I;379_FP_NP;T-3-12-OP-40
6;712I;92_FP_SO;E-4-296-PO-5
6;712I;301_FP_SP;L-4-18-105-PO
6;712R;302_FP_NP;L-4-18-45-OP
6;712R;336_FP_SO;L-4-14-4-SN
6;712R;389_FP_SP;L-31-25-40-NS
6;712R;37_FP_SO;T-33-264-NS-65
6;712R;38_FP_SO;T-33-264-NS-80
6;712R;39_FP_SO;T-34-269-NS-15
6;712R;346_FP_SP;L-34-30-50-OP
6;712R;353_FP_SO;E-34-270-NS-70
6;712R;356_FP_NO;L-34-78-5-SN
6;712R;343_FP_NO;L-34-2-10-PO
6;B01I;302_FP_NP;L-4-18-45-OP
6;B01I;113_FP_SO;L-2-8-15-OP
6;B01I;298_FP_NP;L-5-27-20-OP
6;B01R;297_FP_SO;L-5-13-40-NS
6;B01R;309_FP_NP;L-2-21-40-PO
6;B01R;92_FP_SO;E-4-296-PO-5
6;B01R;301_FP_SP;L-4-18-115-PO
6;B02I;91_FP_SP;L-3-7-35-PO
6;B02I;301_FP_SP;T-4-16-NS-5
6;B02I;310_FP_SP;L-4-10-15-NS
6;B02I;300_FP_NP;L-4-25-15-OP
6;B02I;117_FP_SO;L-1-23-5-OP
6;B02I;296_FP_SO;L-1-15-5-NS
6;B02R;313_FP_NO;T-4-22-SN-15
6;B02R;311_FP_NO;L-4-10-40-SN
6;B02R;403_FP_NO;T-4-16-SN-15
6;B02R;90_FP_SP;T-3-19-NS-30
6;B03I;405_FP_SO;L-5-38-15-NS
6;B03I;20_FP_SO;L-5-15-5-SN
6;B03I;21_FP_SO;T-5-30-PO-5
6;B03I;308_FP_NO;L-1-13-10-PO
6;B03I;296_FP_SO;T-20-131-PO-5
6;B03R;314_FP_NP;L-4-30-5-OP
6;B03R;19_FP_NP;T-5-30-OP-15
6;B03R;404_FP_NP;L-5-5-105-NS
6;B04I;304_FP_SO;L-2-18-5-OP
6;B04I;299_FP_SO;L-1-12-45-NS
6;B04I;296_FP_SO;T-20-131-PO-5
6;B04R;307_FP_NP;L-1-12-60-SN
6;B04R;305_FP_NP;L-1-16-5-SN
6;B04vI;304_FP_SO;L-2-18-5-OP
6;B04vI;299_FP_SO;L-1-12-45-NS
6;B04vR;314_FP_NP;L-4-30-5-OP
6;B04vR;307_FP_NP;L-1-13-20-OP
6;B04vR;305_FP_NP;L-1-16-5-SN
6;B05I;316_FP_SO;T-2-7-PO-40
6;B05I;336_FP_SO;T-4-12-PO-10
6;B05I;335_FP_SP;T-3-13-NS-5
6;B05R;90_FP_SP;T-3-434-OP-20
6;B05R;91_FP_SP;T-3-434-OP-20
6;B05R;378_FP_NP;T-3-19-NS-50
6;B05R;379_FP_NP;T-3-12-OP-45
6;B05R;380_FP_NP;L-3-21-80-SN
6;B05R;398_FP_NP;T-3-20-OP-5
6;B06I;92_FP_SO;E-4-296-PO-5
6;B06I;195_FP_NP;L-2-6-5-OP
6;B06I;196_FP_NP;T-6-47-SN-5
6;B06I;391_FP_SP;T-6-327-OP-40
6;B06R;144_FP_NO;L-6-24-5-PO
6;B06R;145_FP_NO;L-6-24-5-PO
6;B06R;197_FP_SO;L-6-32-50-NS
6;B07I;197_FP_SO;L-6-32-45-NS
6;B07I;195_FP_NP;L-2-22-10-SN
6;B07I;381_FP_NP;T-6-7-OP-1
6;B08I;144_FP_NO;L-6-24-5-PO
6;B08I;143_FP_NO;L-6-40-75-PO
6;B08I;196_FP_NP;L-6-7-25-PO
6;B08I;197_FP_SO;T-6-47-SN-10
6;B08I;195_FP_NP;L-2-22-10-SN
6;B08I;380_FP_NP;L-3-21-80-SN
6;B08R;390_FP_NP;L-3-24-20-PO
6;B08R;381_FP_NP;T-6-7-OP-1
6;B08R;146_FP_NP;L-6-40-25-OP
6;B08R;391_FP_SP;L-6-40-5-SN
6;B09I;405_FP_SO;L-5-23-13-PO
6;B09I;20_FP_SO;T-5-33-PO-20
6;B09I;21_FP_SO;T-5-30-PO-6
6;B09I;9_FP_SP;T-5-30-PO-6
6;B09I;279_FP_NP;L-8-32-5-NS
6;B09R;19_FP_NP;L-8-6-60-OP
6;B09R;404_FP_NP;L-5-5-105-NS
6;B09R;264_FP_NO;T-5-7-SN-13
6;B10I;299_FP_SO;L-1-12-45-NS
6;B10I;308_FP_NO;L-1-12-58-NS
6;B10R;314_FP_NP;L-4-30-5-OP
6;B10R;307_FP_NP;L-1-13-20-OP
6;B10R;382_FP_NO;L-1-12-4-SN
6;B10R;380_FP_NP;L-3-21-80-SN
6;B10R;398_FP_NP;T-3-20-OP-5
6;B11I;409_FP_NO;T-2-3-SN-65
6;B11I;381_FP_NP;T-6-7-OP-1
6;B11I;141_FP_SP;T-6-7-OP-8
6;B11I;142_FP_NP;T-6-45-OP-65
6;B11I;391_FP_SP;L-6-40-5-SN
6;B11R;144_FP_NO;L-6-24-5-PO
6;B11R;146_FP_NP;L-6-18-5-SN
6;B11R;147_FP_SO;T-6-45-PO-114
6;B11R;148_FP_NO;T-6-7-PO-40
6;B11R;408_FP_SO;T-4-19-NS-40
6;B12I;302_FP_NP;L-4-18-45-OP
6;B12I;409_FP_NO;T-2-3-SN-70
6;B12I;398_FP_NP;T-3-10-SN-5
6;B12I;142_FP_NP;L-6-21-70-NS
6;B12I;146_FP_NP;L-6-40-25-OP
6;B12I;391_FP_SP;L-6-40-5-SN
6;B12R;144_FP_NO;T-6-327-PO-3
6;B12R;143_FP_NO;L-6-40-75-PO
6;B12R;147_FP_SO;T-6-41-SN-15
6;B12R;92_FP_SO;E-4-296-PO-5
6;B12cI;144_FP_NO;T-6-327-PO-3
6;B12cI;143_FP_NO;L-6-40-75-PO
6;B12cI;147_FP_SO;T-6-41-SN-15
6;B12cI;397_FP_NO;L-3-1-25-NS
6;B12cI;409_FP_NO;T-3-280-SN-5
6;B12cI;398_FP_NP;L-3-1-25-NS
6;B12cI;142_FP_NP;L-6-21-70-NS
6;B12cI;146_FP_NP;L-6-40-25-OP
6;B12cI;391_FP_SP;L-6-40-5-SN
6;B13I;312_FP_NP;L-4-34-10-OP
6;B13I;379_FP_NP;L-4-34-5-OP
6;B13I;381_FP_NP;T-6-7-OP-1
6;B13I;141_FP_SP;T-6-7-OP-8
6;B13R;446_FP_SP;L-6-23-25-NS
6;B13R;148_FP_NO;T-6-332-PO-5
6;B13R;316_FP_SO;T-2-7-PO-40
6;B14I;115_FP_SO;T-1-3-NS-15
6;B14I;116_FP_SO;T-1-3-NS-25
6;B14I;117_FP_SO;T-1-3-NS-45
6;B14R;313_FP_NO;T-4-22-SN-15
6;B14R;300_FP_NP;T-4-22-SN-15
6;B14R;315_FP_SP;T-4-22-SN-15
6;B14R;403_FP_NO;T-4-16-SN-15
6;B15I;310_FP_SP;L-4-16-25-OP
6;B15I;152_FP_NP;L-4-26-15-NS
6;B15R;296_FP_SO;T-20-131-PO-5
6;B15R;311_FP_NO;L-4-19-20-OP
6;B16I;390_FP_NP;L-3-24-20-PO
6;B16I;316_FP_SO;T-2-7-PO-40
6;B16R;379_FP_NP;L-4-9-2-SN
6;B16R;380_FP_NP;L-3-21-80-SN
6;B17I;297_FP_SO;L-5-13-40-NS
6;B17I;299_FP_SO;L-1-8-40-PO
6;B17R;300_FP_NP;L-4-25-15-OP
6;B17R;324_FP_NP;T-5-38-OP-10
6;B17R;298_FP_NP;L-5-13-50-SN
6;B18I;148_FP_NO;T-6-7-PO-35
6;B18I;316_FP_SO;L-2-5-10-PO
6;B18R;312_FP_NP;L-4-34-10-OP
6;B18R;381_FP_NP;T-6-7-OP-1
6;B18R;141_FP_SP;T-6-7-OP-8
6;B18eI;148_FP_NO;T-6-7-PO-40
6;B18eI;316_FP_SO;T-6-7-PO-40
6;B18eR;379_FP_NP;L-4-9-2-SN
6;B18eR;141_FP_SP;T-6-7-OP-8
6;B19I;336_FP_SO;L-4-24-30-PO
6;B19I;92_FP_SO;E-4-296-PO-5
6;B19R;90_FP_SP;T-3-19-NS-30
6;B19R;91_FP_SP;T-3-19-NS-30
6;B19R;302_FP_NP;L-4-18-45-OP
6;B20I;405_FP_SO;L-5-23-13-PO
6;B20I;20_FP_SO;L-5-15-5-SN
6;B20I;21_FP_SO;T-5-30-PO-5
6;B20I;296_FP_SO;T-20-131-PO-5
6;B20R;19_FP_NP;T-5-30-OP-15
6;B20R;404_FP_NP;L-5-5-105-NS
6;B21I;315_FP_SP;L-1-32-3-PO
6;B21I;195_FP_NP;L-2-6-5-OP
6;B21I;196_FP_NP;T-6-47-SN-5
6;B21I;142_FP_NP;T-6-45-OP-65
6;B21I;391_FP_SP;T-6-327-OP-40
6;B21R;144_FP_NO;L-6-24-5-PO
6;B21R;145_FP_NO;L-6-24-5-PO
6;B21R;147_FP_SO;L-6-16-50-NS
6;B21R;197_FP_SO;L-6-32-50-NS
6;B21R;115_FP_SO;T-1-3-NS-15
6;B22I;302_FP_NP;L-4-18-45-OP
6;B22I;312_FP_NP;L-4-34-10-OP
6;B22I;113_FP_SO;L-2-8-15-OP
6;B22R;309_FP_NP;T-2-3-SN-25
6;B22R;92_FP_SO;E-4-296-PO-5
6;B22R;403_FP_NO;L-4-41-20-PO
6;B23I;116_FP_SO;L-1-29-45-PO
6;B23I;117_FP_SO;T-1-3-NS-45
6;B23I;296_FP_SO;L-1-15-5-NS
6;B23R;313_FP_NO;T-4-22-SN-15
6;B23R;300_FP_NP;T-4-22-SN-15
6;B23R;306_FP_SP;T-2-9-OP-35
6;B24I;297_FP_SO;L-5-13-40-NS
6;B24I;298_FP_NP;L-5-13-40-NS
6;B24I;308_FP_NO;L-1-13-10-PO
6;B24R;314_FP_NP;T-4-22-SN-20
6;B24R;324_FP_NP;L-5-21-5-SN
6;B25I;312_FP_NP;L-4-34-10-OP
6;B25I;115_FP_SO;T-1-3-NS-15
6;B25I;116_FP_SO;T-1-3-NS-25
6;B25R;313_FP_NO;L-4-30-5-OP
6;B25R;300_FP_NP;L-4-30-5-OP
6;B25R;315_FP_SP;L-4-30-5-OP
6;B25R;316_FP_SO;L-4-9-2-SN
6;B26I;304_FP_SO;L-2-18-5-OP
6;B26I;306_FP_SP;L-2-4-115-NS
6;B26I;198_FP_SO;E-5-8-NS-27
6;B26I;430_FP_SP;T-20-68-NS-10
6;B26I;203_FP_SO;T-20-180-NS-5
6;B26R;207_FP_NP;T-20-176-SN-40
6;B26R;201_FP_NP;T-20-176-SN-40
6;B26R;270_FP_NO;T-20-66-PO-3
6;B26R;194_FP_NP;T-1-4-SN-30
6;B26R;305_FP_NP;E-1-4-SN-50
6;B27I;114_FP_SO;L-2-37-10-PO
6;B27I;115_FP_SO;T-1-3-NS-15
6;B27I;116_FP_SO;T-1-3-NS-25
6;B27I;117_FP_SO;T-1-3-NS-45
6;B27I;296_FP_SO;L-1-15-5-NS
6;B27R;313_FP_NO;T-4-22-SN-15
6;B27R;300_FP_NP;T-4-22-SN-15
6;B27R;315_FP_SP;T-4-22-SN-15
6;B28I;297_FP_SO;L-5-13-40-NS
6;B28I;298_FP_NP;L-5-13-40-NS
6;B28I;9_FP_SP;E-5-38-NS-5
6;B28I;279_FP_NP;L-8-32-5-NS
6;B28I;269_FP_SO;L-8-13-15-NS
6;B28I;205_FP_NP;E-20-53-OP-130
6;B28I;17_FP_NO;T-8-59-OP-15
6;B28I;279_FP_NP;L-8-32-5-NS
6;C06I;275_FP_NP;T-14-170-SN-7
6;C06R;106_FP_SO;E-14-170-NS-5
6;C18R;335_FP_SP;T-3-13-NS-5
6;D02I;365_FP_SO;T-18-157-PO-10
6;D03I;365_FP_SO;T-18-157-PO-10
6;D03I;31_FP_SO;T-18-157-PO-30
6;D03I;366_FP_NO;T-18-157-PO-85
6;D03R;369_FP_NP;E-18-157-OP-5
6;D03R;370_FP_SP;T-18-157-OP-15
6;D03R;243_FP_SP;T-18-157-OP-20
6;D03R;8_FP_NP;T-18-157-OP-40
6;D05I;165_FP_NO;T-20-200-SN-10
6;D07I;240_FP_NO;L-31-16-5-OP
6;D07I;44_FP_NP;L-21-31-5-OP
6;D07R;165_FP_NO;T-20-200-SN-10
6;D07R;428_FP_NO;L-31-8-25-PO
6;D07R;429_FP_NP;L-31-8-25-PO
6;D09I;369_FP_NP;E-18-157-OP-5
6;D09I;370_FP_SP;T-18-157-OP-15
6;D09R;366_FP_NO;T-18-157-PO-85
6;D10I;428_FP_NO;L-31-8-25-PO
6;D10R;389_FP_SP;L-32-28-2-OP
6;D10R;5_FP_NP;L-31-30-5-OP
6;D13I;420_FP_NP;L-33-22-1-SN
6;D13I;429_FP_NP;L-31-18-95-SN
6;D13R;428_FP_NO;L-31-18-50-NS
6;D13R;213_FP_SP;T-33-12-NS-25
6;D14I;424_FP_NP;T-31-134-SN-25
6;D14I;428_FP_NO;L-31-8-25-PO
6;D14I;429_FP_NP;L-31-8-25-PO
6;D14R;389_FP_SP;L-32-28-2-OP
6;D15I;369_FP_NP;E-18-12-NS-5
6;D15I;366_FP_NO;E-18-12-NS-5
6;D16I;411_FP_NP;L-33-41-30-PO
6;D16I;3_FP_NP;L-32-30-5-OP
6;D16I;389_FP_SP;L-32-28-2-OP
6;D16R;370_FP_SP;L-18-11-40-NS
6;D16R;243_FP_SP;T-18-157-OP-20
6;D16R;4_FP_SO;T-31-254-NS-52
6;D17I;411_FP_NP;L-33-84-3-OP
6;D17R;389_FP_SP;L-32-28-2-OP
6;E01I;2_FP_NP;L-33-14-85-PO
6;E01I;159_FP_NP;L-22-38-10-OP
6;E01R;209_FP_SO;L-22-3-15-NS
6;E01R;37_FP_SO;L-33-57-145-PO
6;E02I;158_FP_NO;L-33-60-15-NS
6;E02R;157_FP_SP;L-33-14-65-OP
6;E02R;159_FP_NP;L-22-38-10-OP
6;E03R;43_FP_NP;L-33-23-5-OP
6;E04I;2_FP_NP;L-33-14-85-PO
6;E04I;423_FP_NP;L-33-71-5-OP
6;E04I;427_FP_SO;L-21-22-5-SN
6;E04I;44_FP_NP;L-21-1-20-PO
6;E04R;413_FP_SO;T-21-89-PO-30
6;E04R;37_FP_SO;T-33-264-NS-65
6;E05I;135_FP_NO;L-26-23-25-OP
6;E05I;213_FP_SP;T-33-12-NS-25
6;E05R;423_FP_NP;I-33-134-SN-67
6;E05R;108_FP_SP;L-26-18-10-OP
6;E06R;213_FP_SP;T-33-12-NS-25
6;E07I;213_FP_SP;L-33-80-10-PO
6;E07I;417_FP_SO;T-33-134-NS-27
6;E07R;414_FP_NP;T-33-134-SN-55
6;E08I;157_FP_SP;L-33-14-65-OP
6;E08I;414_FP_NP;L-33-49-5-OP
6;E08R;213_FP_SP;L-33-80-10-PO
6;E08R;417_FP_SO;T-33-134-NS-27
6;E08R;158_FP_NO;L-33-60-15-NS
6;E08R;38_FP_SO;L-33-14-85-PO
6;E09I;157_FP_SP;L-33-14-65-OP
6;E09I;110_FP_NP;L-33-24-5-OP
6;E09R;209_FP_SO;L-22-27-30-PO
6;E09R;158_FP_NO;L-33-14-30-PO
6;E10I;43_FP_NP;L-33-61-5-OP
6;E10R;134_FP_SO;T-33-267-NS-15
6;E11I;157_FP_SP;L-33-14-65-OP
6;E11I;77_FP_NP;L-33-58-5-OP
6;E11I;110_FP_NP;L-33-58-5-OP
6;E11R;109_FP_SO;L-23-3-10-NS
6;E11R;158_FP_NO;L-33-60-15-NS
6;E12I;159_FP_NP;L-22-38-10-OP
6;E12I;37_FP_SO;T-33-264-NS-65
6;E13I;77_FP_NP;L-33-6-50-SN
6;E13I;110_FP_NP;L-33-6-50-SN
6;E13R;213_FP_SP;L-33-80-10-PO
6;E13R;109_FP_SO;L-23-3-10-NS
6;E13R;76_FP_SO;L-23-3-15-NS
6;E14I;2_FP_NP;L-33-14-85-PO
6;E14R;213_FP_SP;L-33-80-10-PO
6;E14R;37_FP_SO;L-33-57-145-PO
6;E15cI;77_FP_NP;L-33-6-50-SN
6;E15cR;213_FP_SP;L-33-80-10-PO
6;E15cR;417_FP_SO;T-33-134-NS-27
6;E15cR;134_FP_SO;L-33-15-30-OP
6;E15cR;109_FP_SO;L-33-24-5-OP
6;E15cR;76_FP_SO;L-23-3-15-NS
6;E16I;228_FP_NO;T-34-217-PO-25
6;E16I;86_FP_NP;L-34-22-47-SN
6;E16I;77_FP_NP;L-33-6-50-SN
6;E16I;110_FP_NP;L-33-6-50-SN
6;E16R;109_FP_SO;L-23-3-10-NS
6;E16R;76_FP_SO;L-23-3-15-NS
6;E16R;87_FP_SP;T-34-270-NS-10
6;E17I;423_FP_NP;I-33-134-SN-67
6;E17I;215_FP_SO;L-33-46-5-SN
6;E17R;213_FP_SP;T-33-12-NS-25
6;E18I;159_FP_NP;L-33-6-5-SN
6;E18R;213_FP_SP;L-33-80-10-PO
6;E18R;43_FP_NP;L-33-23-5-OP
6;E18R;209_FP_SO;L-22-3-15-NS
6;F01I;341_FP_NP;L-34-24-25-SN
6;F01I;228_FP_NO;L-34-85-5-SN
6;F01I;448_FP_SO;T-34-270-NS-45
6;F01I;449_FP_SO;T-34-270-NS-50
6;F01I;353_FP_SO;E-34-270-NS-70
6;F01I;82_FP_NO;T-34-270-NS-75
6;F01I;356_FP_NO;L-34-40-220-PO
6;F01I;343_FP_NO;L-34-2-10-PO
6;F01R;342_FP_SP;L-34-2-50-OP
6;F01R;344_FP_SP;L-34-2-5-OP
6;F01R;345_FP_NP;L-34-76-15-SN
6;F01R;346_FP_SP;L-34-76-10-SN
6;F01R;84_FP_NP;L-34-31-5-OP
6;F01R;87_FP_SP;T-34-270-SN-37
6;F01R;340_FP_SO;L-34-53-10-OP
6;F02I;348_FP_NP;L-34-31-55-OP
6;F02I;351_FP_SO;L-34-32-40-NS
6;F02R;350_FP_NO;L-34-57-15-SN
6;F02R;349_FP_NO;L-34-30-80-PO
6;F03I;346_FP_SP;L-34-31-10-OP
6;F03I;353_FP_SO;E-34-270-NS-70
6;F03I;354_FP_SP;L-34-40-105-OP
6;F03I;137_FP_NP;L-30-10-5-OP
6;F03I;132_FP_NP;L-30-16-65-OP
6;F03I;410_FP_NP;T-30-245-OP-10
6;F03R;130_FP_SO;L-30-16-5-PO
6;F03R;355_FP_NO;L-34-40-90-PO
6;F03cI;346_FP_SP;L-34-31-10-OP
6;F03cI;353_FP_SO;E-34-270-NS-70
6;F03cI;354_FP_SP;L-34-40-105-OP
6;F03cR;355_FP_NO;L-34-40-90-PO
6;F05I;53_FP_SO;L-26-35-5-PO
6;F05I;109_FP_SO;L-23-3-10-NS
6;F05I;76_FP_SO;L-23-3-15-NS
6;F05I;228_FP_NO;T-34-217-PO-25
6;F05I;86_FP_NP;T-34-217-PO-35
6;F05I;339_FP_SO;L-34-49-89-OP
6;F05R;348_FP_NP;L-34-31-55-OP
6;F05R;349_FP_NO;L-34-80-5-SN
6;F05R;357_FP_NP;T-34-443-SN-5
6;F05R;338_FP_NP;L-34-41-20-OP
6;F05R;87_FP_SP;L-34-22-20-NS
6;F05R;77_FP_NP;L-33-6-50-SN
6;F05R;110_FP_NP;L-33-6-50-SN
6;F05R;52_FP_NP;L-26-28-15-OP
6;F06I;55_FP_SP;I-26-228-SN-25
6;F06I;124_FP_SP;T-27-228-NS-5
6;F06I;51_FP_SP;L-27-18-15-NS
6;F06I;228_FP_NO;L-34-85-5-SN
6;F06I;86_FP_NP;T-34-217-PO-35
6;F06I;339_FP_SO;L-34-54-95-NS
6;F06R;348_FP_NP;L-34-31-55-OP
6;F06R;349_FP_NO;L-34-80-5-SN
6;F06R;357_FP_NP;T-34-443-SN-5
6;F06R;338_FP_NP;L-34-41-20-OP
6;F06R;87_FP_SP;L-34-22-20-NS
6;F06R;95_FP_NO;L-27-1-10-OP
6;F07R;341_FP_NP;L-34-24-25-SN
6;F07R;39_FP_SO;L-34-52-60-PO
6;F07R;347_FP_SP;L-34-56-10-NS
6;F07R;340_FP_SO;L-34-24-16-SN
6;F08I;341_FP_NP;L-34-24-25-SN
6;F08I;228_FP_NO;T-34-217-PO-25
6;F08I;86_FP_NP;T-34-217-PO-35
6;F08I;1_FP_NP;L-34-41-120-PO
6;F08R;38_FP_SO;L-34-29-2-OP
6;F08R;39_FP_SO;T-34-269-NS-15
6;F08R;338_FP_NP;L-34-41-20-OP
6;F08R;87_FP_SP;L-34-22-20-NS
6;F08R;340_FP_SO;L-34-24-15-NS
6;F09I;348_FP_NP;L-34-31-55-OP
6;F09I;349_FP_NO;L-34-80-5-SN
6;F09I;357_FP_NP;T-34-443-SN-5
6;F09R;352_FP_NO;L-34-52-5-PO
6;F09R;339_FP_SO;L-34-54-95-NS
6;F10I;388_FP_NP;L-34-46-16-SN
6;F10I;355_FP_NO;L-34-40-90-PO
6;F10I;345_FP_NP;L-34-76-15-SN
6;F10I;346_FP_SP;L-34-76-10-SN
6;F10I;84_FP_NP;L-34-31-5-OP
6;F10I;85_FP_NP;T-34-270-SN-10
6;F10R;347_FP_SP;L-34-70-65-OP
6;F10R;448_FP_SO;L-34-70-25-OP
6;F10R;449_FP_SO;T-34-270-NS-50
6;F10R;353_FP_SO;E-34-270-NS-70
6;F10R;354_FP_SP;L-34-40-105-OP
6;F10R;387_FP_SO;L-34-84-5-OP
6;F11I;344_FP_SP;L-34-40-260-OP
6;F11I;345_FP_NP;L-34-76-15-SN
6;F11I;349_FP_NO;L-34-30-80-PO
6;F11R;348_FP_NP;L-34-31-55-OP
6;F11R;346_FP_SP;L-34-76-5-NS
6;F11R;353_FP_SO;E-34-270-NS-70
6;F11R;82_FP_NO;T-34-270-NS-75
6;F11R;356_FP_NO;L-34-40-220-PO
6;F12I;388_FP_NP;L-34-46-16-SN
6;F12I;355_FP_NO;L-34-40-90-PO
6;F12R;345_FP_NP;L-34-76-15-SN
6;F12R;346_FP_SP;L-34-76-10-SN
6;F12R;353_FP_SO;L-34-31-5-OP
6;F12R;354_FP_SP;L-34-40-103-OP
6;F12R;387_FP_SO;L-34-46-15-NS
6;F13I;388_FP_NP;L-34-46-16-SN
6;F13I;355_FP_NO;L-34-40-90-PO
6;F13I;345_FP_NP;L-34-76-15-SN
6;F13I;346_FP_SP;L-34-76-10-SN
6;F13I;84_FP_NP;L-34-31-5-OP
6;F13I;86_FP_NP;L-34-22-47-SN
6;F13I;352_FP_NO;L-34-52-5-PO
6;F13R;448_FP_SO;T-34-270-NS-45
6;F13R;449_FP_SO;T-34-270-NS-50
6;F13R;353_FP_SO;E-34-270-NS-70
6;F13R;354_FP_SP;L-34-40-105-OP
6;F13R;387_FP_SO;L-34-39-20-PO
6;F14I;228_FP_NO;T-34-217-PO-25
6;F14I;86_FP_NP;T-34-217-PO-35
6;F14I;339_FP_SO;L-34-54-95-NS
6;F14I;346_FP_SP;L-34-31-10-OP
6;F14R;82_FP_NO;T-34-236-SN-3
6;F14R;357_FP_NP;L-34-70-100-PO
6;F14R;338_FP_NP;L-34-41-20-OP
6;F14R;87_FP_SP;L-34-22-20-NS
6;F15I;388_FP_NP;L-34-46-16-SN
6;F15I;355_FP_NO;L-34-40-90-PO
6;F15I;350_FP_NO;L-34-102-20-PO
6;F15I;84_FP_NP;L-34-38-25-PO
6;F15I;86_FP_NP;L-34-22-47-SN
6;F15R;352_FP_NO;L-34-52-5-PO
6;F15R;338_FP_NP;L-34-56-5-NS
6;F15R;448_FP_SO;T-34-270-NS-45
6;F15R;449_FP_SO;T-34-270-NS-50
6;F15R;351_FP_SO;L-34-32-40-NS
6;F15R;354_FP_SP;L-34-40-105-OP
6;F15R;387_FP_SO;L-34-46-15-NS
6;F16I;341_FP_NP;L-34-24-25-SN
6;F16I;448_FP_SO;T-34-270-NS-45
6;F16I;449_FP_SO;T-34-270-NS-50
6;F16I;353_FP_SO;E-34-270-NS-65
6;F16R;84_FP_NP;T-34-236-SN-25
6;F16R;85_FP_NP;T-34-270-SN-10
6;F16R;340_FP_SO;L-34-53-10-OP
6;F18I;388_FP_NP;L-34-46-16-SN
6;F18I;355_FP_NO;L-34-40-90-PO
6;F18R;345_FP_NP;L-34-44-6-PO
6;F18R;346_FP_SP;L-34-76-10-SN
6;F18R;354_FP_SP;L-34-40-103-OP
6;F18R;387_FP_SO;L-34-11-25-PO
6;F19I;348_FP_NP;L-34-31-55-OP
6;F19I;85_FP_NP;T-34-270-SN-10
6;F19I;357_FP_NP;L-34-70-100-PO
6;F19I;1_FP_NP;T-34-269-SN-10
6;F19I;39_FP_SO;L-34-52-60-PO
6;F19I;40_FP_SO;T-34-269-NS-30
6;F19I;339_FP_SO;L-34-54-95-NS
6;F19I;347_FP_SP;L-34-70-65-OP
6;F19I;448_FP_SO;L-34-70-25-OP
6;F19I;449_FP_SO;T-34-270-NS-50
6;F19I;349_FP_NO;L-34-80-5-SN
6;F20I;55_FP_SP;I-26-228-SN-25
6;F20I;124_FP_SP;T-27-228-NS-5
6;F20I;73_FP_SP;L-27-21-20-PO
6;F20I;228_FP_NO;T-34-217-PO-25
6;F20I;86_FP_NP;T-34-217-PO-35
6;F20R;348_FP_NP;L-34-31-55-OP
6;F20R;349_FP_NO;L-34-80-5-SN
6;F20R;338_FP_NP;L-34-41-20-OP
6;F20R;87_FP_SP;T-34-270-NS-10
6;F20R;50_FP_NO;T-23-220-OP-45
6;F20R;136_FP_NO;L-27-21-0-OP
6;F20R;95_FP_NO;T-27-228-SN-50
6;F23I;341_FP_NP;L-34-24-25-SN
